municipality,HEALTH CENTER,HEALTH CENTER/BASIC UNIT,POLYCLINIC,GENERAL HOSPITAL,SPECIALIZED HOSPITAL,MIXED UNIT,GENERAL EMERGENCY,SPECIALIZED EMERGENCY,CONSULTORIO ISOLADO,ISOLATED OFFICE,CLINIC/SPECIALTY CENTER,DIAGNOSIS AND THERAPY SUPPORT UNIT (ISOLATED SADT),UNIDADE MOVEL TERRESTRE,GROUND MOBILE UNIT,PHARMACY,HEALTH SURVEILLANCE UNIT,COOPERATIVE OR COMPANY FOR ASSIGNMENT OF WORKERS IN HEALTH,NORMAL BIRTH CENTER - ISOLATED,HOSPITAL/DAY - ISOLATED,HEALTH SERVICES REGULATION CENTER,LACEN CENTRAL PUBLIC HEALTH LABORATORY,HEALTH MANAGEMENT CENTER,HEMOTHERAPY AND OR HEMATOLOGY CARE CENTER,PSYCHOSOCIAL CARE CENTER,FAMILY HEALTH SUPPORT CENTER,INDIGENOUS HEALTH CARE UNIT,EMERGENCY SERVICE
315370,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315380,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315390,-,-,1,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315400,3,7,-,1,-,-,-,-,17,-,-,6,1,-,-,2,-,-,-,-,-,1,-,-,-,-,-
315410,4,2,-,1,-,-,1,-,5,-,-,3,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315415,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315420,6,1,-,1,-,-,-,-,10,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
315430,3,5,-,1,-,-,-,-,4,-,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315440,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315445,-,4,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315450,3,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315460,-,66,-,1,1,-,-,-,27,-,11,4,-,1,3,1,-,-,1,-,-,1,-,3,-,-,2
315470,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315480,2,1,-,-,-,-,1,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315490,-,3,1,1,-,-,-,-,15,-,2,6,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315500,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315510,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-
315520,1,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315530,-,2,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315540,-,4,-,1,-,-,-,-,3,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315550,7,3,-,1,-,-,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315560,7,6,-,1,-,-,-,-,1,-,1,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315570,4,1,-,1,-,-,-,-,1,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315580,2,6,-,1,-,-,-,-,3,-,8,4,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
315590,1,3,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315600,1,3,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315610,1,2,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315620,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315630,1,2,-,-,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315640,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315645,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315650,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315660,2,1,-,1,-,-,-,-,1,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
315670,-,17,1,1,1,-,-,-,25,-,9,-,-,-,-,2,-,-,-,-,-,-,-,1,-,-,-
315680,-,7,-,1,-,-,-,-,2,-,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315690,1,8,1,1,-,-,-,-,27,-,6,4,1,-,-,-,-,-,-,-,-,1,-,1,-,-,-
315700,-,10,-,2,-,-,-,-,12,-,13,5,-,-,-,1,-,-,-,1,-,1,-,1,-,-,-
315710,-,3,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315720,1,7,-,1,-,-,-,-,4,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315725,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315727,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315730,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315733,-,1,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315737,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315740,3,2,-,-,-,-,-,-,2,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315750,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315760,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315765,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315770,1,3,-,1,-,-,-,-,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315780,-,66,1,1,-,-,2,1,37,-,14,12,1,1,1,1,2,-,-,1,-,-,-,2,-,-,-
315790,3,2,-,1,-,-,-,-,2,-,1,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
315800,-,2,-,1,-,-,-,-,6,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315810,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315820,4,1,-,1,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315830,-,2,-,-,-,-,-,-,-,-,2,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
315840,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315850,-,4,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315860,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315870,1,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
315880,1,2,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315890,1,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315895,1,5,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315900,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315910,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315920,1,2,-,1,-,-,-,-,4,-,-,6,-,-,1,1,-,-,-,-,-,1,-,-,-,-,-
315930,-,3,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315935,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315940,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315950,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
315960,-,7,-,1,-,-,-,-,63,-,1,12,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
315970,1,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315980,-,5,1,1,-,-,-,-,3,-,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
315990,-,6,-,1,-,-,-,-,13,-,2,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
316000,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316010,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316020,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316030,-,3,-,-,-,1,-,-,-,-,1,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
316040,-,8,1,2,-,-,-,-,13,-,1,5,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
316045,-,2,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316050,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316060,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316070,7,6,1,1,-,-,-,-,12,-,5,8,-,-,2,1,-,-,-,-,-,1,-,1,-,-,-
316080,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316090,-,1,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316095,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316100,4,1,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
316105,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
316110,4,10,-,1,-,-,-,-,3,-,-,3,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-
316120,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316130,-,2,-,1,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316140,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316150,-,3,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316160,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316165,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316170,2,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316180,2,5,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316190,-,5,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316200,3,5,1,1,-,-,-,-,31,-,3,4,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
316210,3,7,3,2,-,-,-,-,4,-,-,5,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
316220,-,3,-,1,-,-,-,-,3,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
316225,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316230,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316240,12,1,-,1,-,-,-,-,1,-,-,1,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
316245,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316250,1,19,2,2,-,1,-,-,116,-,35,20,1,-,1,-,-,-,-,1,-,3,1,2,-,-,-
316255,1,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
316257,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316260,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316265,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316270,1,8,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
316280,2,5,-,1,-,-,-,-,1,-,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316290,2,3,1,1,-,-,-,-,8,-,4,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316292,3,2,-,-,-,-,-,-,9,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
316294,3,4,-,-,-,-,-,-,1,-,-,2,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
316295,2,2,2,-,-,-,-,-,13,-,2,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
316300,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316310,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316320,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
316330,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
316340,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316350,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316360,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316370,-,9,1,1,-,-,1,-,78,-,28,7,-,-,1,1,-,-,-,1,-,1,-,2,-,-,-
316380,-,3,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316390,1,1,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
316400,-,3,-,1,-,-,-,-,7,-,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316410,-,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316420,-,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316430,2,4,-,1,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
316440,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
316443,2,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316447,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316450,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316460,-,2,-,-,-,-,1,-,2,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316470,1,22,-,1,1,-,1,-,63,-,8,10,2,-,-,1,-,-,-,-,-,1,-,1,-,-,1
316480,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316490,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316500,-,3,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316510,-,3,-,2,-,-,-,-,2,-,1,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
316520,-,3,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316530,1,2,-,1,-,-,-,-,4,-,2,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
316540,-,1,-,-,-,-,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316550,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316553,-,6,-,-,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1
316555,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316556,1,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316557,1,1,-,-,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
316560,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316570,1,3,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316580,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
316590,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316600,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316610,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316620,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316630,1,2,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316640,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
316650,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316660,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316670,-,5,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316680,1,3,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316690,-,2,-,1,-,-,-,-,-,-,1,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-
316695,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316700,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316710,-,5,1,1,-,-,-,-,6,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316720,-,40,2,3,-,-,-,-,235,-,56,31,-,1,2,2,-,-,-,1,-,2,1,2,-,-,2
316730,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316740,1,2,-,1,-,-,-,-,1,-,1,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
316750,2,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316760,3,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
316770,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316780,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316790,1,3,-,-,-,-,-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316800,2,10,1,1,-,-,1,-,-,-,3,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-
316805,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316810,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316820,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316830,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316840,2,6,-,1,-,-,-,-,2,-,-,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316850,-,2,-,1,-,-,-,-,5,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316860,2,28,1,5,-,-,-,-,236,-,30,12,-,-,1,1,-,-,-,1,-,1,-,1,-,-,-
316870,1,16,7,1,-,-,-,-,32,-,14,14,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
316880,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316890,1,2,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316900,1,1,-,-,-,-,-,-,4,-,4,4,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316905,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
316910,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
316920,-,6,1,1,-,-,1,-,11,-,-,7,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-
316930,-,17,2,3,-,-,-,-,125,-,12,13,-,-,1,1,-,-,-,-,-,1,-,1,-,-,-
316935,-,9,-,1,-,-,-,-,2,-,3,4,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
316940,8,5,5,1,-,-,-,-,141,-,22,9,1,-,1,-,-,-,-,-,-,1,-,1,-,-,1
316950,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316960,-,4,1,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
316970,-,6,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316980,-,1,-,-,-,-,-,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
316990,6,25,1,4,-,-,-,-,45,-,28,9,-,-,1,1,-,-,-,1,-,2,-,1,-,-,-
317000,4,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
317005,1,4,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317010,2,33,8,5,5,-,-,-,149,-,55,26,1,1,1,1,1,-,-,2,-,2,1,4,-,-,2
317020,5,55,4,13,1,8,1,-,724,-,212,70,1,-,1,3,3,-,8,1,-,2,1,4,-,-,-
317030,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317040,5,10,1,4,-,-,-,-,15,-,9,1,1,-,-,-,-,-,-,-,-,2,-,1,1,-,-
317043,-,2,-,1,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
317047,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317050,2,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
317052,1,2,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
317057,-,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317060,1,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317065,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
317070,3,13,5,4,-,-,-,-,317,-,38,27,1,-,1,-,-,-,-,-,-,2,-,1,-,-,-
317075,4,1,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
317080,8,2,-,2,-,-,-,-,4,-,2,3,1,-,-,1,-,-,-,-,-,1,-,2,-,-,-
317090,4,5,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317100,5,9,-,1,-,-,-,-,-,-,1,2,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
317103,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317107,1,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
317110,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317115,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317120,-,12,3,1,-,-,1,-,62,-,9,6,-,-,-,1,-,-,-,-,-,-,-,2,-,-,-
317130,-,15,2,2,1,-,-,-,178,-,12,14,-,-,1,1,-,-,1,-,-,1,-,1,-,-,-
317140,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317150,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
317160,-,3,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317170,1,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
317180,1,1,-,1,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317190,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317200,7,10,-,2,-,-,-,-,17,-,11,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317210,1,1,-,1,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
317220,2,1,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
320010,11,1,-,2,-,-,-,-,7,-,-,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
320013,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
320016,2,5,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-
320020,7,13,1,1,-,-,1,-,34,-,7,4,-,-,1,2,-,-,-,-,-,1,-,-,-,-,-
320030,-,15,1,-,-,-,-,-,8,-,2,3,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
320035,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
320040,-,9,2,1,-,-,-,-,18,-,7,5,-,-,-,1,-,-,-,-,-,1,-,1,-,-,-
320050,-,4,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
