municipality,HEALTH CENTER,HEALTH CENTER/BASIC UNIT,POLYCLINIC,GENERAL HOSPITAL,SPECIALIZED HOSPITAL,MIXED UNIT,GENERAL EMERGENCY,SPECIALIZED EMERGENCY,ISOLATED OFFICE,RIVER MOBILE UNIT,CLINIC/SPECIALTY CENTER,DIAGNOSIS AND THERAPY SUPPORT UNIT (ISOLATED SADT),GROUND MOBILE UNIT,PRE-HOSPITAL LEVEL MOBILE UNIT IN THE EMERGENCY AREA,PHARMACY,HEALTH SURVEILLANCE UNIT,COOPERATIVE OR COMPANY FOR ASSIGNMENT OF WORKERS IN HEALTH,NORMAL BIRTH CENTER - ISOLATED,HOSPITAL/DAY - ISOLATED,HEALTH SERVICES REGULATION CENTER,LACEN CENTRAL PUBLIC HEALTH LABORATORY,HEALTH MANAGEMENT CENTER,HEMOTHERAPY AND OR HEMATOLOGY CARE CENTER,PSYCHOSOCIAL CARE CENTER,FAMILY HEALTH SUPPORT CENTER,INDIGENOUS HEALTH CARE UNIT,EMERGENCY SERVICE,HEALTH ACADEMY POLO,TELESSAUDE,EMERGENCY MEDICAL REGULATION CENTER,ISOLATED HOME CARE SERVICE,CARE UNIT IN RESIDENTIAL REGIME,ORTHOPEDIC WORKSHOP,PUBLIC HEALTH LABORATORY,ACCESS REGULATION CENTER,NOTIFICATION CENTER FOR CAPTATION AND DISTRIBUTION OF STATE ORGANIZATIONS,POLO FOR PREVENTION OF DISEASES AND DISEASES AND HEALTH PROMOTION,SUPPLY CENTER,IMMUNIZATION CENTER
420535,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
420540,-,51,55,17,7,1,-,2,888,-,270,130,6,9,7,4,5,-,13,-,-,7,-,4,-,-,3,-,1,1,4,1,-,2,8,1,1,1,1
420543,-,1,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-
420545,2,9,-,-,-,-,-,-,3,-,7,6,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
420550,-,6,3,1,-,-,-,-,82,-,9,13,1,2,16,-,-,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-
420555,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
420560,-,1,-,-,-,-,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420570,6,7,2,-,-,-,-,-,9,-,10,3,-,1,2,1,-,-,-,-,-,1,-,1,-,-,1,2,-,-,-,-,-,-,-,-,-,1,-
420580,-,6,-,-,-,-,-,-,11,-,4,8,-,-,1,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,1,-
420590,2,20,1,1,-,-,-,-,60,-,25,8,-,1,1,3,-,-,-,-,-,1,-,1,2,-,-,-,-,-,-,1,-,-,1,-,1,1,-
420600,5,5,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
420610,1,4,-,-,-,-,-,-,2,-,1,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420620,-,5,-,-,-,-,-,-,7,-,2,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420630,6,-,3,1,-,-,-,-,7,-,2,8,-,-,2,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,1
420640,2,2,-,1,-,-,-,-,11,-,2,2,1,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,1,-
420650,-,10,-,1,-,-,-,-,42,-,1,6,-,2,15,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
420660,-,1,-,1,-,-,-,-,4,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
420665,-,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420670,1,8,1,-,-,-,-,-,5,-,2,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-
420675,-,1,-,-,-,-,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420680,-,1,-,-,1,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420690,-,7,1,1,-,-,-,-,17,-,12,3,1,1,-,1,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420700,2,19,-,1,-,-,-,-,38,-,28,9,-,1,3,1,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
420710,4,2,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,1,-
420720,-,6,-,-,-,-,-,-,2,-,1,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,2,-,-,-,-,-,-,-,1,-,1,-
420730,-,16,1,1,-,-,-,-,58,-,21,11,-,1,-,-,-,-,-,-,-,3,-,1,-,-,-,-,-,-,-,-,-,1,1,-,-,1,-
420740,-,2,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420750,-,19,1,1,-,-,-,-,84,-,26,7,-,2,4,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,1,-,-,1,-,-,1,-
420757,1,1,-,-,-,-,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420760,1,2,-,1,-,-,-,-,2,-,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-
420765,-,2,-,1,-,-,-,-,14,-,4,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,1
420768,2,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,2,-,-,-,-
420770,-,2,1,1,-,-,-,-,4,-,1,2,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420775,1,2,-,-,-,-,-,-,3,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420780,-,4,2,1,-,-,-,-,9,-,2,3,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-
420785,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
420790,6,1,-,1,-,-,-,-,-,-,2,4,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420800,2,2,-,1,-,-,-,-,16,-,5,3,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420810,-,8,-,1,-,-,-,-,9,-,5,6,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
420820,-,37,5,1,1,-,-,-,615,-,172,56,-,2,12,-,-,-,-,-,-,2,-,3,-,-,3,1,-,-,1,3,-,-,3,-,3,2,-
420830,-,13,1,1,-,-,-,-,176,-,23,15,-,2,2,-,-,-,-,-,-,1,-,1,1,-,-,3,-,-,-,1,-,-,1,-,-,1,-
420840,1,6,-,1,-,-,-,-,9,-,3,8,-,1,-,-,-,-,-,1,-,2,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-
420845,-,7,1,-,-,1,-,-,11,-,3,3,-,2,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-
420850,-,9,1,1,-,-,-,-,31,-,11,5,-,2,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420860,1,2,-,-,-,-,-,-,3,-,1,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420870,3,3,-,1,-,-,-,-,5,-,4,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
420880,2,8,-,1,-,-,-,-,13,-,6,3,-,-,10,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
420890,-,33,6,2,-,-,-,-,487,-,61,17,2,2,3,3,-,-,-,-,-,2,-,3,-,-,1,3,-,-,-,-,-,1,1,-,2,2,1
420895,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
420900,3,11,-,2,1,-,-,-,265,-,23,16,-,3,3,1,-,-,-,-,-,2,-,1,-,-,-,-,-,1,-,-,-,1,2,1,-,-,3
420910,-,59,12,7,1,-,-,-,874,-,270,194,5,6,5,1,1,-,10,-,-,2,-,4,-,-,3,-,-,1,4,-,-,-,2,-,11,2,-
420915,-,1,-,-,-,1,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,1,-,-,-,-,-,-,-,1,-,-,-,-
420917,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
420920,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420930,-,29,3,3,1,1,-,-,606,-,80,44,2,3,1,1,-,-,1,-,-,1,-,3,-,-,2,2,-,1,-,-,-,-,1,-,-,3,-
420940,-,13,2,1,-,-,-,-,31,-,14,8,-,1,3,3,-,-,-,-,-,1,-,1,2,-,-,1,-,-,-,2,-,-,1,-,-,1,-
420945,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-
420950,-,2,-,-,-,-,-,-,6,-,-,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420960,-,6,-,1,-,-,-,-,12,-,7,-,-,1,1,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420970,3,1,1,1,-,-,-,-,1,-,2,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420980,1,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
420985,-,1,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
420990,-,3,-,-,-,-,-,-,3,-,1,2,-,2,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421000,2,4,1,1,-,-,-,-,11,-,1,2,-,1,2,2,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,1,-
421003,-,2,-,1,-,-,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421005,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421010,10,6,4,1,1,-,-,-,81,-,27,7,2,1,-,-,-,-,1,-,-,2,-,1,-,-,1,1,-,-,-,1,-,-,1,-,-,1,-
421020,6,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421030,-,1,-,1,-,-,-,-,-,-,2,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421040,-,1,-,-,-,-,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,1,-,-,-,1,-,-,-,-
421050,-,8,1,1,-,-,-,-,58,-,9,13,1,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,1
421055,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421060,-,5,-,1,-,-,-,-,22,-,1,2,1,-,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421070,1,1,-,-,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
421080,2,1,-,1,-,-,-,-,4,-,3,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
421085,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421090,-,1,-,1,-,-,-,-,3,-,2,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421100,-,4,-,1,-,-,-,-,9,-,8,3,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
421105,-,5,-,-,-,1,-,-,7,-,-,3,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421110,2,4,-,1,-,-,-,-,1,-,3,1,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421120,-,11,-,1,-,-,-,-,4,-,5,2,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
421125,-,2,-,-,-,-,-,-,2,-,-,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421130,6,14,1,1,-,-,-,-,58,-,11,10,1,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,-,-,-,1,-,-,1,-
421140,-,1,-,1,-,-,-,-,7,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421145,-,1,-,-,-,-,-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421150,1,5,-,1,-,-,-,-,4,-,3,6,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421160,6,5,-,1,-,-,-,-,10,-,7,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-
421165,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421170,-,12,2,1,-,-,-,-,26,-,5,11,1,1,-,1,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421175,1,6,-,1,-,-,-,-,14,-,7,4,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
421180,1,2,1,-,-,-,-,-,7,-,-,-,-,-,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421185,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421187,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421189,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
421190,-,21,4,2,-,-,-,-,65,-,37,15,1,4,4,-,-,-,-,-,-,1,-,3,-,-,2,-,-,-,-,5,-,1,-,-,2,-,3
421200,-,2,-,1,-,-,-,-,5,-,1,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421205,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
421210,3,3,-,1,-,-,-,-,16,-,7,4,-,1,4,1,-,-,-,-,-,2,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,1,1
421220,6,1,-,1,-,-,-,-,11,-,2,2,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421223,1,1,-,-,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
421225,-,2,-,-,-,-,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421227,4,1,-,-,-,-,-,-,1,-,1,1,1,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421230,1,2,-,-,-,-,-,-,-,-,1,1,-,-,-,1,1,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
421240,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421250,1,11,1,-,2,-,-,-,17,-,3,4,1,-,-,-,-,-,-,-,-,1,-,-,1,-,1,1,-,-,-,-,-,-,2,-,-,1,-
421260,-,1,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
421265,-,5,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
421270,-,2,-,1,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421290,-,5,-,1,-,-,-,-,82,-,8,8,-,1,-,-,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
421300,-,1,-,-,-,-,-,-,2,-,-,1,-,-,2,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421310,1,1,-,-,-,-,-,-,2,-,2,2,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421315,-,1,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421320,10,-,2,1,-,-,-,-,67,-,6,4,-,2,1,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421330,3,1,-,1,-,-,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421335,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,-
421340,3,3,-,1,-,-,-,-,5,-,6,2,1,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421350,-,8,1,-,-,-,-,-,8,-,8,2,-,-,1,-,-,-,-,-,-,1,-,1,1,-,1,-,-,-,-,-,-,-,1,-,-,1,-
421360,6,8,1,1,-,-,-,-,66,-,37,7,-,1,1,1,-,-,-,-,-,1,-,1,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-
421370,-,6,-,1,-,-,-,-,11,-,2,6,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421380,1,2,-,1,-,-,-,-,3,-,3,1,-,-,9,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,1,-,-,1,-,-,-,-
421390,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421400,3,4,-,1,-,-,-,-,13,-,3,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-
421410,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421415,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
421420,2,2,1,1,-,-,-,-,11,-,3,7,-,1,1,-,-,-,-,-,-,1,-,1,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421430,1,1,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421440,-,2,-,-,-,-,-,-,3,-,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-
421450,2,2,-,1,-,-,-,-,5,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421460,-,3,-,-,-,-,-,-,6,-,2,3,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421480,-,23,2,2,-,-,-,-,208,-,96,16,3,2,1,-,-,-,-,-,-,1,-,1,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-
421470,4,1,-,1,-,-,-,-,9,-,-,6,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-
421490,-,1,-,1,-,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421500,3,11,-,1,-,-,-,-,38,-,-,15,1,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
421505,-,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
421507,1,1,-,-,-,-,-,-,2,-,-,4,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421510,1,5,1,-,-,-,-,-,5,-,3,5,-,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,2,-,-,1,-,-,-,-
421520,-,1,-,-,-,-,-,-,4,-,3,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-
421530,-,3,-,1,-,-,-,-,7,-,2,1,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421535,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
421540,-,1,-,1,-,-,-,-,5,-,-,1,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421545,-,5,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421550,11,2,1,1,-,-,-,-,2,-,9,1,-,-,1,-,-,-,-,-,-,1,-,1,1,-,1,2,-,-,-,-,-,-,1,-,-,-,-
421555,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
421560,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421565,2,4,-,-,-,-,-,-,-,-,2,1,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421567,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421568,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421569,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421570,-,6,2,1,-,-,-,-,14,-,6,4,1,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
421580,12,9,-,2,-,-,-,-,117,-,39,21,1,2,5,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
421575,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,1
421590,1,1,-,1,-,-,-,-,3,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-
421600,-,4,-,1,-,-,-,-,14,-,5,3,-,1,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421605,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421610,3,3,-,-,-,-,-,-,16,-,1,2,1,-,6,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,1,-
421620,4,13,1,1,-,-,-,-,56,1,6,13,-,2,3,1,-,-,-,-,-,1,-,1,1,-,1,-,-,-,-,1,-,-,1,-,1,1,-
421630,2,7,1,1,-,-,-,-,15,-,12,3,-,1,1,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-
421635,-,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
421625,-,2,-,1,-,-,-,-,5,-,-,2,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
421640,1,3,-,-,-,-,-,-,2,-,2,1,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,1,-,-,-,-
421650,1,7,-,1,-,-,-,-,27,-,5,4,-,2,2,-,-,-,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-
421660,-,24,44,1,3,-,-,-,127,-,48,48,-,6,-,-,-,-,-,1,-,2,-,3,-,-,1,-,-,-,3,-,1,-,-,-,-,2,1
421670,-,4,-,1,-,-,-,-,16,-,5,2,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-
